,GEOID,NAME,INTPTLAT,INTPTLONG
463,42780,"Selinsgrove, PA",40.755407,-77.072929
464,42820,"Selma, AL",32.333526,-87.11436
465,42860,"Seneca, SC",34.748766,-83.06154
466,42900,"Seneca Falls, NY",42.782294,-76.827088
467,42940,"Sevierville, TN",35.787822,-83.5249
468,42980,"Seymour, IN",38.911957,-86.042516
469,43020,"Shawano, WI",44.851643,-88.745543
470,43060,"Shawnee, OK",35.211391,-96.957004
471,43140,"Shelby, NC",35.33463,-81.557114
472,43180,"Shelbyville, TN",35.51366,-86.458294
473,43220,"Shelton, WA",47.350832,-123.173103
474,43300,"Sherman-Denison, TX",33.624524,-96.675693
475,43340,"Shreveport-Bossier City, LA",32.437682,-93.744884
476,43380,"Sidney, OH",40.33668,-84.204142
477,43460,"Sikeston, MO",37.047793,-89.568098
478,43740,"Somerset, PA",39.981297,-79.028486
479,43780,"South Bend-Mishawaka, IN-MI",41.774981,-86.123014
480,43900,"Spartanburg, SC",34.932014,-81.991624
481,43940,"Spearfish, SD",44.348514,-103.806362
482,43980,"Spencer, IA",43.081224,-95.149875
483,44020,"Spirit Lake, IA",43.389611,-95.196057
484,44060,"Spokane-Spokane Valley, WA",48.091618,-117.663472
485,44100,"Springfield, IL",39.828611,-89.696084
486,44220,"Springfield, OH",39.917032,-83.783676
487,44300,"State College, PA",40.909128,-77.847877
488,44340,"Statesboro, GA",32.394481,-81.741618
489,44420,"Staunton, VA",38.160958,-79.127632
490,44460,"Steamboat Springs, CO",40.483664,-106.987702
491,44580,"Sterling, IL",41.750673,-89.911005
492,44620,"Stevens Point, WI",44.476246,-89.49807
493,44700,"Stockton, CA",37.934982,-121.272244
494,44780,"Sturgis, MI",41.911488,-85.52287
495,44900,"Summerville, GA",34.474178,-85.345289
496,44980,"Sunbury, PA",40.851524,-76.709877
497,45060,"Syracuse, NY",43.006516,-76.196134
498,45180,"Talladega-Sylacauga, AL",33.369314,-86.17593
499,45380,"Taylorville, IL",39.545524,-89.279593
500,45540,"The Villages, FL",28.715444,-82.069952
501,45580,"Thomaston, GA",32.881837,-84.292283
502,45660,"Tiffin, OH",41.119992,-83.127547
503,45740,"Toccoa, GA",34.553582,-83.290588
504,45780,"Toledo, OH",41.555313,-83.517088
505,45860,"Torrington, CT",41.791883,-73.235404
506,45940,"Trenton-Princeton, NJ",40.282503,-74.703724
507,46020,"Truckee-Grass Valley, CA",39.297508,-120.771343
508,46060,"Tucson, AZ",32.128038,-111.783657
509,46140,"Tulsa, OK",36.254442,-96.177298
510,46180,"Tupelo, MS",34.340033,-88.651184
511,46340,"Tyler, TX",32.377016,-95.270041
512,46420,"Union, SC",34.690397,-81.615896
513,46460,"Union City, TN",36.361892,-89.148078
514,46500,"Urbana, OH",40.132775,-83.767604
515,46700,"Vallejo, CA",38.267226,-121.939594
516,46780,"Van Wert, OH",40.85552,-84.585775
517,46980,"Vicksburg, MS",32.356095,-90.852384
518,47020,"Victoria, TX",28.731455,-97.196993
519,47220,"Vineland-Bridgeton, NJ",39.328434,-75.121628
520,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",36.804408,-76.449526
521,47420,"Wahpeton, ND-MN",46.29395,-96.790701
522,47460,"Walla Walla, WA",46.254606,-118.48037
523,47540,"Wapakoneta, OH",40.561309,-84.224018
524,47580,"Warner Robins, GA",32.492806,-83.711084
525,47660,"Warrensburg, MO",38.741528,-93.811863
526,47700,"Warsaw, IN",41.244293,-85.861575
527,47820,"Washington, NC",35.482313,-76.842014
528,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.798205,-77.486882
529,47920,"Washington Court House, OH",39.555246,-83.461893
530,48020,"Watertown-Fort Atkinson, WI",43.013804,-88.773985
531,48100,"Wauchula, FL",27.492846,-81.82158
532,48140,"Wausau-Weston, WI",45.05398,-89.757905
533,48260,"Weirton-Steubenville, WV-OH",40.388914,-80.701966
534,48500,"West Point, MS",33.65967,-88.782468
535,48580,"Whitewater, WI",42.66811,-88.541731
536,48620,"Wichita, KS",37.637896,-97.246287
537,48700,"Williamsport, PA",41.343882,-77.055262
538,48940,"Wilmington, OH",39.416681,-83.804583
539,48980,"Wilson, NC",35.700357,-77.921598
540,49020,"Winchester, VA-WV",39.272974,-78.471828
541,49060,"Winfield, KS",37.234507,-96.837247
542,49180,"Winston-Salem, NC",36.078852,-80.345064
543,49220,"Wisconsin Rapids-Marshfield, WI",44.461413,-90.038825
544,49300,"Wooster, OH",40.829661,-81.887194
545,49340,"Worcester, MA-CT",42.217311,-71.925535
546,49500,"Yauco, PR",18.006724,-66.831733
547,49620,"York-Hanover, PA",39.921751,-76.728889
548,49660,"Youngstown-Warren-Boardman, OH-PA",41.23646,-80.561784
549,49700,"Yuba City, CA",39.160969,-121.511833
550,49780,"Zanesville, OH",39.966046,-81.943506
551,19000,"Cullowhee, NC",35.389045,-83.322832
552,45000,"Susanville, CA",40.715287,-120.621223
553,17020,"Chico, CA",39.665336,-121.603209
554,26020,"Hobbs, NM",32.795687,-103.413271
555,30020,"Lawton, OK",34.529113,-98.430902
556,35020,"Natchez, MS-LA",31.481833,-91.525331
557,45020,"Sweetwater, TX",32.312338,-100.418108
558,42020,"San Luis Obispo-Paso Robles, CA",35.388189,-120.448897
559,11060,"Altus, OK",34.594006,-99.412235
560,15060,"Brookings, OR",42.466439,-124.210929
561,19060,"Cumberland, MD-WV",39.532185,-78.807082
562,16060,"Carbondale-Marion, IL",37.689742,-89.105149
563,20060,"Douglas, GA",31.459541,-82.867327
564,25060,"Gulfport-Biloxi, MS",30.480153,-88.999297
565,28060,"Kalispell, MT",48.295422,-114.052059
566,30060,"Lebanon, MO",37.659698,-92.594843
567,35060,"Natchitoches, LA",31.732509,-93.082546
568,37060,"Oxford, MS",34.353078,-89.485385
569,39060,"Pottsville, PA",40.703682,-76.217788
570,40060,"Richmond, VA",37.411324,-77.441816
571,48060,"Watertown-Fort Drum, NY",43.996389,-76.052968
572,47080,"Vidalia, GA",32.154218,-82.411379
573,49080,"Winnemucca, NV",41.407914,-118.127591
574,10100,"Aberdeen, SD",45.519435,-98.7007
575,15100,"Brookings, SD",44.376675,-96.797797
576,16100,"Carlsbad-Artesia, NM",32.457835,-104.306434
577,18100,"Columbus, NE",41.576866,-97.513467
578,25100,"Guymon, OK",36.746317,-101.483855
579,27100,"Jackson, MI",42.248474,-84.420868
580,30100,"Lebanon, NH-VT",43.785726,-72.159142
581,29100,"La Crosse-Onalaska, WI-MN",43.783246,-91.318743
582,32100,"Marquette, MI",46.656596,-87.584028
583,36100,"Ocala, FL",29.202805,-82.0431
584,41100,"St. George, UT",37.262531,-113.4878
585,43100,"Sheboygan, WI",43.741232,-87.731516
586,46100,"Tullahoma-Manchester, TN",35.303085,-86.111905
587,49100,"Winona, MN",43.981353,-91.777044
588,21120,"Elk City, OK",35.270601,-99.690057
589,10140,"Aberdeen, WA",47.113732,-123.826735
590,11140,"Americus, GA",32.098355,-84.224304
591,13140,"Beaumont-Port Arthur, TX",30.075928,-94.202705
592,14140,"Bluefield, WV-VA",37.208488,-81.33484
593,16140,"Carroll, IA",42.039502,-94.86765
594,20140,"Dublin, GA",32.50894,-82.810013
595,22140,"Farmington, NM",36.511624,-108.324578
596,24140,"Goldsboro, NC",35.35419,-78.00867
597,26140,"Homosassa Springs, FL",28.850292,-82.595552
598,32140,"Marshall, MN",44.409195,-95.847268
599,44140,"Springfield, MA",42.364833,-72.619406
600,45140,"Tahlequah, OK",35.904367,-94.996796
601,39150,"Prescott Valley-Prescott, AZ",34.631071,-112.577225
602,27160,"Jackson, OH",39.013477,-82.614142
603,10180,"Abilene, TX",32.452022,-99.718743
604,14180,"Blytheville, AR",35.766944,-90.052207
605,19180,"Danville, IL",40.186754,-87.726778
606,21180,"Elkins, WV",38.781095,-79.867788
607,28180,"Kapaa, HI",22.012038,-159.705965
608,33180,"Middlesborough, KY",36.728928,-83.680718
609,32180,"Marshall, MO",39.13584,-93.204164
610,38180,"Pierre, SD",44.404897,-100.484817
611,40180,"Riverton, WY",43.054831,-108.608935
612,44180,"Springfield, MO",37.36087,-93.180262
613,47180,"Vincennes, IN",38.688391,-87.420354
614,48180,"Waycross, GA",31.133114,-82.36865
615,25200,"Hailey, ID",43.445822,-114.183901
616,42200,"Santa Maria-Santa Barbara, CA",34.536677,-120.038364
617,10220,"Ada, OK",34.721415,-96.69178
618,15220,"Brownwood, TX",31.764137,-98.998456
619,13220,"Beckley, WV",37.905325,-81.164436
620,16220,"Casper, WY",42.977645,-106.768219
621,17220,"Clarksburg, WV",39.28835,-80.43153
622,20220,"Dubuque, IA",42.463481,-90.878771
623,19220,"Danville, KY",37.507848,-84.735684
624,21220,"Elko, NV",40.906086,-115.554577
625,22220,"Fayetteville-Springdale-Rogers, AR",36.116394,-94.079545
626,24220,"Grand Forks, ND-MN",47.835929,-96.842681
627,26220,"Hood River, OR",45.511775,-121.655976
628,27220,"Jackson, WY-ID",44.048662,-110.426087
629,31220,"Ludington, MI",43.957196,-86.442937
630,34220,"Moultrie, GA",31.189707,-83.769773
631,39220,"Price, UT",39.673284,-110.588484
632,40220,"Roanoke, VA",37.286226,-79.946935
633,46220,"Tuscaloosa, AL",33.097877,-87.799147
634,45220,"Tallahassee, FL",30.346366,-84.267001
635,48220,"Weatherford, OK",35.645601,-98.997386
636,47240,"Vineyard Haven, MA",41.38097,-70.701499
637,11260,"Anchorage, AK",62.212784,-149.678222
638,12260,"Augusta-Richmond County, GA-SC",33.460371,-81.982833
639,15260,"Brunswick, GA",31.301739,-81.588909
640,16260,"Cedar City, UT",37.909304,-113.30674
641,17260,"Clarksdale, MS",34.230316,-90.60401
642,18260,"Cookeville, TN",36.277251,-85.468501
643,19260,"Danville, VA",36.811853,-79.400122
644,20260,"Duluth, MN-WI",47.347503,-92.155335
645,21260,"Ellensburg, WA",47.124441,-120.676709
646,22260,"Fergus Falls, MN",46.405727,-95.714581
647,24260,"Grand Island, NE",41.083926,-98.374218
648,26260,"Hope, AR",33.70084,-93.499549
649,28260,"Kearney, NE",40.738595,-99.031788
650,29260,"La Grande, OR",45.304081,-117.999149
651,31260,"Lufkin, TX",31.251896,-94.611134
652,34260,"Mountain Home, AR",36.280268,-92.329949
653,32260,"Marshalltown, IA",42.0417,-92.981403
654,38260,"Pittsburg, KS",37.505821,-94.853897
655,41260,"St. Marys, PA",41.427332,-78.653937
656,43260,"Sheridan, WY",44.781369,-106.881211
657,44260,"Starkville, MS",33.514617,-89.077508
658,49260,"Woodward, OK",36.331293,-99.500686
659,12300,"Augusta-Waterville, ME",44.417012,-69.765764
660,13300,"Beeville, TX",28.416077,-97.742586
661,18300,"Coos Bay, OR",43.18591,-124.094133
662,17300,"Clarksville, TN-KY",36.69571,-87.624307
663,20300,"Dumas, TX",35.835676,-101.890502
664,24300,"Grand Junction, CO",39.019524,-108.460571
665,28300,"Keene, NH",42.92546,-72.248183
666,30300,"Lewiston, ID-WA",46.251696,-116.925017
667,33300,"Milledgeville, GA",33.198527,-83.091149
668,32300,"Martinsville, VA",36.682503,-79.872564
669,36300,"Ogdensburg-Massena, NY",44.488112,-75.074311
670,37300,"Palestine, TX",31.841261,-95.661727
671,42300,"Sault Ste. Marie, MI",46.321819,-84.52063
672,46300,"Twin Falls, ID",42.440397,-114.568729
673,45300,"Tampa-St. Petersburg-Clearwater, FL",28.120541,-82.525188
674,47300,"Visalia, CA",36.228834,-118.781055
675,48300,"Wenatchee, WA",47.76611,-120.270197
676,43320,"Show Low, AZ",35.390785,-110.321025
677,24330,"Grand Rapids, MN",47.490817,-93.611102
678,17340,"Clearlake, CA",39.094802,-122.746757
679,20340,"Duncan, OK",34.481361,-97.855607
680,22340,"Fitzgerald, GA",31.740772,-83.147197
681,26340,"Houghton, MI",47.367297,-88.351332
682,27340,"Jacksonville, NC",34.763109,-77.499469
683,31340,"Lynchburg, VA",37.364926,-79.216689
684,32340,"Maryville, MO",40.361136,-94.883146
685,36340,"Oil City, PA",41.400714,-79.765813
686,37340,"Palm Bay-Melbourne-Titusville, FL",28.298311,-80.700333
687,38340,"Pittsfield, MA",42.371493,-73.217928
688,45340,"Taos, NM",36.577183,-105.638878
689,47340,"Wabash, IN",40.843747,-85.795192
690,11380,"Andrews, TX",32.312258,-102.640206
691,10380,"Aguadilla-Isabela, PR",18.356965,-67.007895
692,14380,"Boone, NC",36.235368,-81.709888
693,13380,"Bellingham, WA",48.842653,-121.836432
694,18380,"Cordele, GA",31.920268,-83.75653
695,21380,"Emporia, KS",38.382134,-96.359301
696,22380,"Flagstaff, AZ",35.829692,-111.773728
697,24380,"Grants, NM",34.928272,-107.99268
698,26380,"Houma-Thibodaux, LA",29.33413,-90.843674
699,28380,"Kennett, MO",36.153025,-90.062254
700,30380,"Lewistown, PA",40.601615,-77.651832
701,32380,"Mason City, IA",43.213732,-93.274339
702,31380,"Macomb, IL",40.455808,-90.678954
703,36380,"Okeechobee, FL",27.385592,-80.887388
704,42380,"Sayre, PA",41.791504,-76.502123
705,46380,"Ukiah, CA",39.432388,-123.442881
706,49380,"Worthington, MN",43.677686,-95.763132
707,47380,"Waco, TX",31.427226,-97.093473
708,12420,"Austin-Round Rock-Georgetown, TX",30.249744,-97.649842
709,13420,"Bemidji, MN",47.879508,-95.00505
710,15420,"Burley, ID",42.369199,-113.642424
711,16420,"Central City, KY",37.213816,-87.134092
712,20420,"Durango, CO",37.287367,-107.839718
713,21420,"Enid, OK",36.378132,-97.788741
714,27420,"Jamestown, ND",46.972223,-98.956123
715,29420,"Lake Havasu City-Kingman, AZ",35.717705,-113.749689
716,30420,"Lexington, NE",40.756816,-99.821978
717,34420,"Mount Pleasant, TX",33.137799,-94.971002
718,38420,"Platteville, WI",42.870028,-90.694229
719,42420,"Scottsbluff, NE",42.163326,-103.734473
720,43420,"Sierra Vista-Douglas, AZ",31.840129,-109.775163
721,49420,"Yakima, WA",46.456558,-120.740145
722,35440,"Newport, OR",44.641061,-123.911212
723,10460,"Alamogordo, NM",32.615599,-105.751308
724,12460,"Bainbridge, GA",30.880643,-84.58389
725,21460,"Enterprise, AL",31.402258,-85.989602
726,23460,"Gadsden, AL",34.047641,-86.034263
727,24460,"Great Bend, KS",38.481239,-98.767837
728,25460,"Harrison, AR",36.087809,-93.162053
729,27460,"Jamestown-Dunkirk-Fredonia, NY",42.304216,-79.407595
730,38460,"Plattsburgh, NY",44.752712,-73.705643
731,37460,"Panama City, FL",30.15914,-85.534395
732,40460,"Rockingham, NC",35.004636,-79.755695
733,41460,"Salina, KS",38.96457,-97.663387
734,45460,"Terre Haute, IN",39.478401,-87.311132
735,48460,"West Plains, MO",36.774369,-91.887368
736,49460,"Yankton, SD",43.006603,-97.388361
737,11500,"Anniston-Oxford, AL",33.770516,-85.827909
738,10500,"Albany, GA",31.644686,-84.110718
739,13500,"Bennettsville, SC",34.60167,-79.679435
740,19500,"Decatur, IL",39.860237,-88.961529
741,22500,"Florence, SC",34.153574,-79.806164
742,24500,"Great Falls, MT",47.316575,-111.350262
743,29500,"Lamesa, TX",32.742528,-101.948771
744,33500,"Minot, ND",48.320242,-101.19801
745,34500,"Mount Vernon, IL",38.30078,-88.92421
746,31500,"Madison, IN",38.783604,-85.44009
747,44500,"Stephenville, TX",32.236661,-98.220507
748,41500,"Salinas, CA",36.240104,-121.315578
749,43500,"Silver City, NM",32.732087,-108.381504
750,45500,"Texarkana, TX-AR",33.478373,-94.207162
751,22520,"Florence-Muscle Shoals, AL",34.799254,-87.719388
752,45520,"The Dalles, OR",45.164536,-121.165069
753,46520,"Urban Honolulu, HI",21.461365,-158.201974
754,12540,"Bakersfield, CA",35.346629,-118.729506
755,13540,"Bennington, VT",43.035325,-73.11146
756,20540,"Dyersburg, TN",36.054196,-89.398306
757,21540,"Escanaba, MI",45.805229,-86.901938
758,22540,"Fond du Lac, WI",43.754722,-88.493284
759,27540,"Jasper, IN",38.384156,-87.035953
760,28540,"Ketchikan, AK",55.449938,-131.106685
761,29540,"Lancaster, PA",40.041992,-76.250198
762,32540,"McAlester, OK",34.92554,-95.74813
763,33540,"Missoula, MT",47.027263,-113.892691
764,38540,"Pocatello, ID",42.689761,-112.57753
765,37540,"Paris, TN",36.325295,-88.300288
766,40540,"Rock Springs, WY",41.660328,-108.875677
767,42540,"Scranton--Wilkes-Barre, PA",41.322881,-75.898188
768,44540,"Sterling, CO",40.728091,-103.090464
769,46540,"Utica-Rome, NY",43.33228,-75.173189
770,48540,"Wheeling, WV-OH",39.977687,-80.854826
771,15580,"Butte-Silver Bow, MT",45.896232,-112.660071
772,14580,"Bozeman, MT",45.518054,-111.163921
773,16580,"Champaign-Urbana, IL",40.102988,-88.318504
774,19580,"Defiance, OH",41.321679,-84.486433
775,20580,"Eagle Pass, TX",28.729787,-100.316678
776,22580,"Forest City, NC",35.402747,-81.919582
777,25580,"Hastings, NE",40.520632,-98.500044
778,27580,"Jayuya, PR",18.211152,-66.58687
779,30580,"Liberal, KS",37.18096,-100.855257
780,31580,"Madisonville, KY",37.31107,-87.542196
781,33580,"Mitchell, SD",43.675038,-97.966937
782,36580,"Oneonta, NY",42.629776,-75.028841
783,37580,"Paris, TX",33.667263,-95.570348
784,43580,"Sioux City, IA-NE-SD",42.512942,-96.438949
785,11620,"Ardmore, OK",34.125836,-97.263905
786,13620,"Berlin, NH",44.652548,-71.289431
787,14620,"Bradford, PA",41.81459,-78.572463
788,12620,"Bangor, ME",45.409284,-68.666616
789,15620,"Cadillac, MI",44.328738,-85.326429
790,19620,"Del Rio, TX",29.875285,-101.143324
791,24620,"Greeneville, TN",36.179487,-82.847523
792,27620,"Jefferson City, MO",38.636885,-92.088876
793,29620,"Lansing-East Lansing, MI",42.771233,-84.496029
794,32620,"McComb, MS",31.177516,-90.397725
795,31620,"Magnolia, AR",33.223038,-93.232843
796,38620,"Ponca City, OK",36.814885,-97.143862
797,40620,"Rolla, MO",37.866326,-91.790349
798,43620,"Sioux Falls, SD",43.49542,-96.995339
799,45620,"Thomasville, GA",30.864619,-83.919815
800,46620,"Uvalde, TX",29.350308,-99.768427
801,47620,"Warren, PA",41.834298,-79.298182
802,21640,"Eufaula, AL-GA",31.867281,-85.335032
803,10660,"Albert Lea, MN",43.674202,-93.350289
804,11660,"Arkadelphia, AR",34.053316,-93.176208
805,14660,"Brainerd, MN",46.767291,-94.223862
806,16660,"Charleston-Mattoon, IL",39.423163,-88.242212
807,21660,"Eugene-Springfield, OR",43.928334,-122.897581
808,22660,"Fort Collins, CO",40.658093,-105.486764
809,23660,"Galesburg, IL",40.930945,-90.213792
810,28660,"Killeen-Temple, TX",31.20273,-97.789638
811,29660,"Laramie, WY",41.665514,-105.721883
812,34660,"Murray, KY",36.620978,-88.274086
813,32660,"McMinnville, TN",35.67825,-85.777343
814,31660,"Malone, NY",44.594376,-74.31067
815,37660,"Parsons, KS",37.191468,-95.297473
816,41660,"San Angelo, TX",31.479839,-100.77459
817,43660,"Snyder, TX",32.744353,-100.913346
818,44660,"Stillwater, OK",36.079225,-96.975255
819,46660,"Valdosta, GA",30.827158,-83.243555
820,48660,"Wichita Falls, TX",33.776144,-98.501907
821,10700,"Albertville, AL",34.309564,-86.321668
822,13700,"Big Spring, TX",32.30343,-101.438721
823,14700,"Branson, MO",36.649827,-93.042819
824,16700,"Charleston-North Charleston, SC",33.01754,-80.009947
825,17700,"Coffeyville, KS",37.189537,-95.742403
826,19700,"Deming, NM",32.184523,-107.747191
827,21700,"Eureka-Arcata, CA",40.706655,-123.926176
828,22700,"Fort Dodge, IA",42.433579,-94.175831
829,23700,"Gallup, NM",35.584062,-108.253294
830,25700,"Hays, KS",38.914597,-99.317313
831,26700,"Huron, SD",44.311391,-98.382386
832,29700,"Laredo, TX",27.760799,-99.340752
833,32700,"McPherson, KS",38.395812,-97.647489
834,40700,"Roseburg, OR",43.286328,-123.154476
835,42700,"Sebring-Avon Park, FL",27.34108,-81.342353
836,43700,"Somerset, KY",37.107452,-84.576969
837,45700,"Tifton, GA",31.457003,-83.525931
838,13720,"Big Stone Gap, VA",36.974561,-82.62156
839,14720,"Breckenridge, CO",39.621023,-106.137555
840,13740,"Billings, MT",45.63714,-108.832361
841,18740,"Coshocton, OH",40.29671,-81.930109
842,21740,"Evanston, WY",41.284726,-110.558947
843,24740,"Greenville, MS",33.273174,-90.944446
844,26740,"Hutchinson, KS",37.948185,-98.078346
845,25740,"Helena, MT",46.811354,-112.284031
846,31740,"Manhattan, KS",39.268424,-96.562242
847,35740,"Norfolk, NE",42.04313,-97.487952
848,38740,"Poplar Bluff, MO",36.68765,-90.62285
849,40740,"Roswell, NM",33.361604,-104.469837
850,41740,"San Diego-Chula Vista-Carlsbad, CA",33.023604,-116.776117
851,42740,"Sedalia, MO",38.727367,-93.285207
852,44740,"Storm Lake, IA",42.741522,-95.141432
853,49740,"Yuma, AZ",32.773942,-113.910905
854,25760,"Helena-West Helena, AR",34.423687,-90.855593
855,40760,"Ruidoso, NM",33.740841,-105.449805
856,41760,"Sandpoint, ID",48.316796,-116.612362
857,43760,"Sonora, CA",38.021434,-119.964733
858,10780,"Alexandria, LA",31.325348,-92.546803
859,13780,"Binghamton, NY",42.163928,-76.022943
860,17780,"College Station-Bryan, TX",30.754392,-96.488537
861,15780,"Camden, AR",33.567513,-92.708217
862,21780,"Evansville, IN-KY",38.02007,-87.586166
863,22780,"Fort Leonard Wood, MO",37.824835,-92.207022
864,23780,"Garden City, KS",38.025453,-100.970695
865,37780,"Pecos, TX",31.42675,-103.666001
866,40780,"Russellville, AR",35.199586,-93.252763
867,47780,"Washington, IN",38.69609,-87.076943
868,48780,"Williston, ND",48.355765,-103.501333
869,10820,"Alexandria, MN",45.936835,-95.462155
870,11820,"Astoria, OR",46.024509,-123.705037
871,15820,"Campbellsville, KY",37.31554,-85.443011
872,17820,"Colorado Springs, CO",38.845507,-104.638728
873,16820,"Charlottesville, VA",37.949084,-78.593206
874,20820,"Effingham, IL",39.047945,-88.592849
875,22820,"Fort Morgan, CO",40.263159,-103.81221
876,21820,"Fairbanks, AK",64.676044,-146.548159
877,25820,"Hereford, TX",34.940766,-102.607564
878,31820,"Manitowoc, WI",44.156137,-87.577352
879,35820,"North Platte, NE",41.230781,-100.783339
880,38820,"Port Angeles, WA",48.110903,-123.88986
881,45820,"Topeka, KS",39.041389,-95.802639
882,46820,"Vermillion, SD",42.91615,-96.980468
883,48820,"Willmar, MN",45.152714,-95.004981
884,49820,"Zapata, TX",26.996981,-99.182603
885,21840,"Fairfield, IA",41.006376,-91.966628
886,25840,"Hermiston-Pendleton, OR",45.544602,-119.076191
887,18860,"Crescent City, CA",41.749903,-123.980998
888,19860,"Dickinson, ND",46.912583,-102.988487
889,21860,"Fairmont, MN",43.677173,-94.547096
890,25860,"Hickory-Lenoir-Morganton, NC",35.814286,-81.456575
891,28860,"Kirksville, MO",40.284489,-92.565124
892,30860,"Logan, UT-ID",41.88902,-111.787438
893,34860,"Nacogdoches, TX",31.62056,-94.62025
894,40860,"Rutland, VT",43.580858,-73.038202
895,44860,"Sulphur Springs, TX",33.148967,-95.565434
896,46860,"Vernal, UT",40.125887,-109.517748
897,18880,"Crestview-Fort Walton Beach-Destin, FL",30.594941,-86.358164
898,25880,"Hillsdale, MI",41.927461,-84.637479
899,11900,"Athens, OH",39.332755,-82.045885
900,10900,"Allentown-Bethlehem-Easton, PA-NJ",40.789339,-75.398158
901,13900,"Bismarck, ND",46.887031,-100.979592
902,12900,"Batesville, AR",35.927671,-91.515359
903,18900,"Crossville, TN",35.952398,-84.994761
904,22900,"Fort Smith, AR-OK",35.463119,-94.299741
905,24900,"Greenwood, MS",33.491305,-90.113633
906,25900,"Hilo, HI",19.597764,-155.502443
907,28900,"Klamath Falls, OR",42.683761,-121.646168
908,30900,"Logansport, IN",40.753799,-86.355168
909,35900,"North Wilkesboro, NC",36.208883,-81.166095
910,36900,"Ottumwa, IA",41.031275,-92.409466
911,37900,"Peoria, IL",40.708887,-89.697466
912,45900,"Traverse City, MI",44.952324,-85.90832
913,46900,"Vernon, TX",34.08492,-99.24244
914,48900,"Wilmington, NC",34.426033,-77.889634
915,12940,"Baton Rouge, LA",30.515242,-91.126926
916,16940,"Cheyenne, WY",41.29283,-104.660395
917,20940,"El Centro, CA",33.040814,-115.3554
918,23940,"Gillette, WY",44.2321,-105.034342
919,25940,"Hilton Head Island-Bluffton, SC",32.386792,-80.830877
920,27940,"Juneau, AK",58.37291,-134.178445
921,30940,"London, KY",36.985916,-83.966066
922,33940,"Montrose, CO",38.342548,-108.162237
923,32940,"Meridian, MS",32.410674,-88.661926
924,40940,"Safford, AZ",32.931828,-109.87831
925,44940,"Sumter, SC",33.792654,-80.294055
926,47940,"Waterloo-Cedar Falls, IA",42.536796,-92.471608
927,10980,"Alpena, MI",44.894954,-83.426574
928,13980,"Blacksburg-Christiansburg, VA",37.120119,-80.559147
929,19980,"Dodge City, KS",37.688416,-99.884748
930,20980,"El Dorado, AR",33.168219,-92.598145
931,21980,"Fallon, NV",39.53771,-118.264166
932,24980,"Grenada, MS",33.770031,-89.80274
933,27980,"Kahului-Wailuku-Lahaina, HI",20.855931,-156.60155
934,30980,"Longview, TX",32.431646,-94.684833
935,31980,"Marion, IN",40.515758,-85.654946
936,36980,"Owensboro, KY",37.693723,-87.077058
937,45980,"Troy, AL",31.798653,-85.941608
938,47980,"Watertown, SD",44.852409,-97.177099
