,NAME,INTPTLAT,INTPTLONG,CBSA,POPESTIMATE
612,"Dubuque, IA",42.463481,-90.878771,20220,98718
613,"Danville, KY",37.507848,-84.735684,19220,54990
614,"Elko, NV",40.906086,-115.554577,21220,55818
615,"Fayetteville-Springdale-Rogers, AR",36.116394,-94.079545,22220,560709
616,"Grand Forks, ND-MN",47.835929,-96.842681,24220,103462
617,"Hood River, OR",45.511775,-121.655976,26220,24057
618,"Jackson, WY-ID",44.048662,-110.426087,27220,35842
619,"Ludington, MI",43.957196,-86.442937,31220,29383
620,"Moultrie, GA",31.189707,-83.769773,34220,45812
621,"Price, UT",39.673284,-110.588484,39220,20372
622,"Roanoke, VA",37.286226,-79.946935,40220,314496
623,"Tuscaloosa, AL",33.097877,-87.799147,46220,268191
624,"Tallahassee, FL",30.346366,-84.267001,45220,385776
625,"Weatherford, OK",35.645601,-98.997386,48220,28163
626,"Vineyard Haven, MA",41.38097,-70.701499,47240,21097
627,"Anchorage, AK",62.212784,-149.678222,11260,398807
628,"Augusta-Richmond County, GA-SC",33.460371,-81.982833,12260,615933
629,"Brunswick, GA",31.301739,-81.588909,15260,113963
630,"Cedar City, UT",37.909304,-113.30674,16260,60519
631,"Clarksdale, MS",34.230316,-90.60401,17260,20810
632,"Cookeville, TN",36.277251,-85.468501,18260,115777
633,"Danville, VA",36.811853,-79.400122,19260,102187
634,"Duluth, MN-WI",47.347503,-92.155335,20260,290780
635,"Ellensburg, WA",47.124441,-120.676709,21260,45499
636,"Fergus Falls, MN",46.405727,-95.714581,22260,60046
637,"Grand Island, NE",41.083926,-98.374218,24260,76175
638,"Hope, AR",33.70084,-93.499549,26260,27881
639,"Kearney, NE",40.738595,-99.031788,28260,57013
640,"La Grande, OR",45.304081,-117.999149,29260,26212
641,"Lufkin, TX",31.251896,-94.611134,31260,86506
642,"Mountain Home, AR",36.280268,-92.329949,34260,42144
643,"Marshalltown, IA",42.0417,-92.981403,32260,39853
644,"Pittsburg, KS",37.505821,-94.853897,38260,39110
645,"St. Marys, PA",41.427332,-78.653937,41260,30783
646,"Sheridan, WY",44.781369,-106.881211,43260,31646
647,"Starkville, MS",33.514617,-89.077508,44260,61825
648,"Woodward, OK",36.331293,-99.500686,49260,23967
649,"Augusta-Waterville, ME",44.417012,-69.765764,12300,124486
650,"Beeville, TX",28.416077,-97.742586,13300,30924
651,"Coos Bay, OR",43.18591,-124.094133,18300,64999
652,"Clarksville, TN-KY",36.69571,-87.624307,17300,328304
653,"Dumas, TX",35.835676,-101.890502,20300,21118
654,"Grand Junction, CO",39.019524,-108.460571,24300,157335
655,"Keene, NH",42.92546,-72.248183,28300,77329
656,"Lewiston, ID-WA",46.251696,-116.925017,30300,64851
657,"Milledgeville, GA",33.198527,-83.091149,33300,52411
658,"Martinsville, VA",36.682503,-79.872564,32300,63765
659,"Ogdensburg-Massena, NY",44.488112,-75.074311,36300,108051
660,"Palestine, TX",31.841261,-95.661727,37300,58402
661,"Sault Ste. Marie, MI",46.321819,-84.52063,42300,36816
662,"Twin Falls, ID",42.440397,-114.568729,46300,116905
663,"Tampa-St. Petersburg-Clearwater, FL",28.120541,-82.525188,45300,3219514
664,"Visalia, CA",36.228834,-118.781055,47300,477054
665,"Wenatchee, WA",47.76611,-120.270197,48300,123342
666,"Show Low, AZ",35.390785,-110.321025,43320,108147
667,"Grand Rapids, MN",47.490817,-93.611102,24330,45070
668,"Clearlake, CA",39.094802,-122.746757,17340,68766
669,"Duncan, OK",34.481361,-97.855607,20340,43129
670,"Fitzgerald, GA",31.740772,-83.147197,22340,17158
671,"Houghton, MI",47.367297,-88.351332,26340,39420
672,"Jacksonville, NC",34.763109,-77.499469,27340,206160
673,"Lynchburg, VA",37.364926,-79.216689,31340,262258
674,"Maryville, MO",40.361136,-94.883146,32340,21160
675,"Oil City, PA",41.400714,-79.765813,36340,49938
676,"Palm Bay-Melbourne-Titusville, FL",28.298311,-80.700333,37340,616628
677,"Pittsfield, MA",42.371493,-73.217928,38340,128657
678,"Taos, NM",36.577183,-105.638878,45340,34623
679,"Wabash, IN",40.843747,-85.795192,47340,30816
680,"Andrews, TX",32.312258,-102.640206,11380,18440
681,"Boone, NC",36.235368,-81.709888,14380,54234
682,"Bellingham, WA",48.842653,-121.836432,13380,228831
683,"Cordele, GA",31.920268,-83.75653,18380,19879
684,"Emporia, KS",38.382134,-96.359301,21380,34596
685,"Flagstaff, AZ",35.829692,-111.773728,22380,145052
686,"Grants, NM",34.928272,-107.99268,24380,27184
687,"Houma-Thibodaux, LA",29.33413,-90.843674,26380,206212
688,"Kennett, MO",36.153025,-90.062254,28380,27717
689,"Lewistown, PA",40.601615,-77.651832,30380,46136
690,"Mason City, IA",43.213732,-93.274339,32380,50091
691,"Macomb, IL",40.455808,-90.678954,31380,26828
692,"Okeechobee, FL",27.385592,-80.887388,36380,40266
693,"Sayre, PA",41.791504,-76.502123,42380,59892
694,"Ukiah, CA",39.432388,-123.442881,46380,91305
695,"Worthington, MN",43.677686,-95.763132,49380,21991
696,"Waco, TX",31.427226,-97.093473,47380,280428
697,"Austin-Round Rock-Georgetown, TX",30.249744,-97.649842,12420,2352426
698,"Bemidji, MN",47.879508,-95.00505,13420,46380
699,"Burley, ID",42.369199,-113.642424,15420,47119
700,"Central City, KY",37.213816,-87.134092,16420,30694
701,"Durango, CO",37.287367,-107.839718,20420,56250
702,"Enid, OK",36.378132,-97.788741,21420,61926
703,"Jamestown, ND",46.972223,-98.956123,27420,21576
704,"Lake Havasu City-Kingman, AZ",35.717705,-113.749689,29420,217692
705,"Lexington, NE",40.756816,-99.821978,30420,25722
706,"Mount Pleasant, TX",33.137799,-94.971002,34420,43799
707,"Platteville, WI",42.870028,-90.694229,38420,52110
708,"Scottsbluff, NE",42.163326,-103.734473,42420,37580
709,"Sierra Vista-Douglas, AZ",31.840129,-109.775163,43420,126050
710,"Yakima, WA",46.456558,-120.740145,49420,256035
711,"Newport, OR",44.641061,-123.911212,35440,50862
712,"Alamogordo, NM",32.615599,-105.751308,10460,68537
713,"Bainbridge, GA",30.880643,-84.58389,12460,29038
714,"Enterprise, AL",31.402258,-85.989602,21460,54174
715,"Gadsden, AL",34.047641,-86.034263,23460,103162
716,"Great Bend, KS",38.481239,-98.767837,24460,25216
717,"Harrison, AR",36.087809,-93.162053,25460,45034
718,"Jamestown-Dunkirk-Fredonia, NY",42.304216,-79.407595,27460,126807
719,"Plattsburgh, NY",44.752712,-73.705643,38460,79596
720,"Panama City, FL",30.15914,-85.534395,37460,179168
721,"Rockingham, NC",35.004636,-79.755695,40460,42724
722,"Salina, KS",38.96457,-97.663387,41460,59726
723,"Terre Haute, IN",39.478401,-87.311132,45460,184910
724,"West Plains, MO",36.774369,-91.887368,48460,39975
725,"Yankton, SD",43.006603,-97.388361,49460,23297
726,"Anniston-Oxford, AL",33.770516,-85.827909,11500,115972
727,"Albany, GA",31.644686,-84.110718,10500,147773
728,"Bennettsville, SC",34.60167,-79.679435,13500,26382
729,"Decatur, IL",39.860237,-88.961529,19500,102432
730,"Florence, SC",34.153574,-79.806164,22500,199259
731,"Great Falls, MT",47.316575,-111.350262,24500,84511
732,"Lamesa, TX",32.742528,-101.948771,29500,12413
733,"Minot, ND",48.320242,-101.19801,33500,76586
734,"Mount Vernon, IL",38.30078,-88.92421,34500,36877
735,"Madison, IN",38.783604,-85.44009,31500,33141
736,"Stephenville, TX",32.236661,-98.220507,44500,43378
737,"Salinas, CA",36.240104,-121.315578,41500,437325
738,"Silver City, NM",32.732087,-108.381504,43500,27889
739,"Texarkana, TX-AR",33.478373,-94.207162,45500,147174
740,"Florence-Muscle Shoals, AL",34.799254,-87.719388,22520,151517
741,"The Dalles, OR",45.164536,-121.165069,45520,26726
742,"Urban Honolulu, HI",21.461365,-158.201974,46520,1000890
743,"Bakersfield, CA",35.346629,-118.729506,12540,917673
744,"Bennington, VT",43.035325,-73.11146,13540,37312
745,"Dyersburg, TN",36.054196,-89.398306,20540,36615
746,"Escanaba, MI",45.805229,-86.901938,21540,36826
747,"Fond du Lac, WI",43.754722,-88.493284,22540,104362
748,"Jasper, IN",38.384156,-87.035953,27540,55693
749,"Ketchikan, AK",55.449938,-131.106685,28540,13754
750,"Lancaster, PA",40.041992,-76.250198,29540,553652
751,"McAlester, OK",34.92554,-95.74813,32540,43633
752,"Missoula, MT",47.027263,-113.892691,33540,119533
753,"Pocatello, ID",42.689761,-112.57753,38540,96213
754,"Paris, TN",36.325295,-88.300288,37540,32239
755,"Rock Springs, WY",41.660328,-108.875677,40540,41614
756,"Scranton--Wilkes-Barre, PA",41.322881,-75.898188,42540,567750
757,"Sterling, CO",40.728091,-103.090464,44540,21487
758,"Utica-Rome, NY",43.33228,-75.173189,46540,290211
759,"Wheeling, WV-OH",39.977687,-80.854826,48540,137740
760,"Butte-Silver Bow, MT",45.896232,-112.660071,15580,35411
761,"Bozeman, MT",45.518054,-111.163921,14580,122713
762,"Champaign-Urbana, IL",40.102988,-88.318504,16580,222696
763,"Defiance, OH",41.321679,-84.486433,19580,38144
764,"Eagle Pass, TX",28.729787,-100.316678,20580,58056
765,"Forest City, NC",35.402747,-81.919582,22580,64586
766,"Hastings, NE",40.520632,-98.500044,25580,31027
767,"Liberal, KS",37.18096,-100.855257,30580,21747
768,"Madisonville, KY",37.31107,-87.542196,31580,45138
769,"Mitchell, SD",43.675038,-97.966937,33580,23383
770,"Oneonta, NY",42.629776,-75.028841,36580,58123
771,"Paris, TX",33.667263,-95.570348,37580,50098
772,"Sioux City, IA-NE-SD",42.512942,-96.438949,43580,149265
773,"Ardmore, OK",34.125836,-97.263905,11620,58507
774,"Berlin, NH",44.652548,-71.289431,13620,31289
775,"Bradford, PA",41.81459,-78.572463,14620,39941
776,"Bangor, ME",45.409284,-68.666616,12620,152765
777,"Cadillac, MI",44.328738,-85.326429,15620,49031
778,"Del Rio, TX",29.875285,-101.143324,19620,47564
779,"Greeneville, TN",36.179487,-82.847523,24620,70621
780,"Jefferson City, MO",38.636885,-92.088876,27620,150706
781,"Lansing-East Lansing, MI",42.771233,-84.496029,29620,540281
782,"McComb, MS",31.177516,-90.397725,32620,39973
783,"Magnolia, AR",33.223038,-93.232843,31620,22672
784,"Ponca City, OK",36.814885,-97.143862,38620,43732
785,"Rolla, MO",37.866326,-91.790349,40620,44937
786,"Sioux Falls, SD",43.49542,-96.995339,43620,281958
787,"Thomasville, GA",30.864619,-83.919815,45620,45842
788,"Uvalde, TX",29.350308,-99.768427,46620,24729
789,"Warren, PA",41.834298,-79.298182,47620,38134
790,"Eufaula, AL-GA",31.867281,-85.335032,21640,27207
791,"Albert Lea, MN",43.674202,-93.350289,10660,30749
792,"Arkadelphia, AR",34.053316,-93.176208,11660,21321
793,"Brainerd, MN",46.767291,-94.223862,14660,97909
794,"Charleston-Mattoon, IL",39.423163,-88.242212,16660,57110
795,"Eugene-Springfield, OR",43.928334,-122.897581,21660,383189
796,"Fort Collins, CO",40.658093,-105.486764,22660,362533
797,"Galesburg, IL",40.930945,-90.213792,23660,49268
798,"Killeen-Temple, TX",31.20273,-97.789638,28660,486101
799,"Laramie, WY",41.665514,-105.721883,29660,37608
800,"Murray, KY",36.620978,-88.274086,34660,37560
801,"McMinnville, TN",35.67825,-85.777343,32660,41523
802,"Malone, NY",44.594376,-74.31067,31660,47456
803,"Parsons, KS",37.191468,-95.297473,37660,19912
804,"San Angelo, TX",31.479839,-100.77459,41660,122344
805,"Snyder, TX",32.744353,-100.913346,43660,16824
806,"Stillwater, OK",36.079225,-96.975255,44660,81989
807,"Valdosta, GA",30.827158,-83.243555,46660,149152
808,"Wichita Falls, TX",33.776144,-98.501907,48660,149013
809,"Albertville, AL",34.309564,-86.321668,10700,98228
810,"Big Spring, TX",32.30343,-101.438721,13700,34128
811,"Branson, MO",36.649827,-93.042819,14700,56387
812,"Charleston-North Charleston, SC",33.01754,-80.009947,16700,813052
813,"Coffeyville, KS",37.189537,-95.742403,17700,31156
814,"Deming, NM",32.184523,-107.747191,19700,25532
815,"Eureka-Arcata, CA",40.706655,-123.926176,21700,136310
816,"Fort Dodge, IA",42.433579,-94.175831,22700,37147
817,"Gallup, NM",35.584062,-108.253294,23700,71780
818,"Hays, KS",38.914597,-99.317313,25700,28790
819,"Huron, SD",44.311391,-98.382386,26700,20757
820,"Laredo, TX",27.760799,-99.340752,29700,267945
821,"McPherson, KS",38.395812,-97.647489,32700,30146
822,"Roseburg, OR",43.286328,-123.154476,40700,111978
823,"Sebring-Avon Park, FL",27.34108,-81.342353,42700,103296
824,"Somerset, KY",37.107452,-84.576969,43700,65423
825,"Tifton, GA",31.457003,-83.525931,45700,41212
826,"Big Stone Gap, VA",36.974561,-82.62156,13720,39313
827,"Breckenridge, CO",39.621023,-106.137555,14720,30941
828,"Billings, MT",45.63714,-108.832361,13740,187037
829,"Coshocton, OH",40.29671,-81.930109,18740,36618
830,"Evanston, WY",41.284726,-110.558947,21740,20635
831,"Greenville, MS",33.273174,-90.944446,24740,43687
832,"Hutchinson, KS",37.948185,-98.078346,26740,61414
833,"Helena, MT",46.811354,-112.284031,25740,84693
834,"Manhattan, KS",39.268424,-96.562242,31740,133932
835,"Norfolk, NE",42.04313,-97.487952,35740,48466
836,"Poplar Bluff, MO",36.68765,-90.62285,38740,52718
837,"Roswell, NM",33.361604,-104.469837,40740,64629
838,"San Diego-Chula Vista-Carlsbad, CA",33.023604,-116.776117,41740,3286069
839,"Sedalia, MO",38.727367,-93.285207,42740,43188
840,"Storm Lake, IA",42.741522,-95.141432,44740,20771
841,"Yuma, AZ",32.773942,-113.910905,49740,206990
842,"Helena-West Helena, AR",34.423687,-90.855593,25760,15906
843,"Ruidoso, NM",33.740841,-105.449805,40760,20436
844,"Sandpoint, ID",48.316796,-116.612362,41760,49491
845,"Sonora, CA",38.021434,-119.964733,43760,55810
846,"Alexandria, LA",31.325348,-92.546803,10780,150890
847,"Binghamton, NY",42.163928,-76.022943,13780,245220
848,"College Station-Bryan, TX",30.754392,-96.488537,17780,272041
849,"Camden, AR",33.567513,-92.708217,15780,27047
850,"Evansville, IN-KY",38.02007,-87.586166,21780,313946
851,"Fort Leonard Wood, MO",37.824835,-92.207022,22780,53816
852,"Garden City, KS",38.025453,-100.970695,23780,41998
853,"Pecos, TX",31.42675,-103.666001,37780,14544
854,"Russellville, AR",35.199586,-93.252763,40780,83944
855,"Washington, IN",38.69609,-87.076943,47780,33397
856,"Williston, ND",48.355765,-103.501333,48780,38484
857,"Alexandria, MN",45.936835,-95.462155,10820,39238
858,"Astoria, OR",46.024509,-123.705037,11820,41810
859,"Campbellsville, KY",37.31554,-85.443011,15820,37526
860,"Colorado Springs, CO",38.845507,-104.638728,17820,762793
861,"Charlottesville, VA",37.949084,-78.593206,16820,222688
862,"Effingham, IL",39.047945,-88.592849,20820,34430
863,"Fort Morgan, CO",40.263159,-103.81221,22820,29008
864,"Fairbanks, AK",64.676044,-146.548159,21820,95593
865,"Hereford, TX",34.940766,-102.607564,25820,18329
866,"Manitowoc, WI",44.156137,-87.577352,31820,81505
867,"North Platte, NE",41.230781,-100.783339,35820,35199
868,"Port Angeles, WA",48.110903,-123.88986,38820,78209
869,"Topeka, KS",39.041389,-95.802639,45820,232670
870,"Vermillion, SD",42.91615,-96.980468,46820,15150
871,"Willmar, MN",45.152714,-95.004981,48820,43767
872,"Zapata, TX",26.996981,-99.182603,49820,13908
873,"Fairfield, IA",41.006376,-91.966628,21840,15647
874,"Hermiston-Pendleton, OR",45.544602,-119.076191,25840,92291
875,"Crescent City, CA",41.749903,-123.980998,18860,28100
876,"Dickinson, ND",46.912583,-102.988487,19860,34001
877,"Fairmont, MN",43.677173,-94.547096,21860,19915
878,"Hickory-Lenoir-Morganton, NC",35.814286,-81.456575,25860,366441
879,"Kirksville, MO",40.284489,-92.565124,28860,29210
880,"Logan, UT-ID",41.88902,-111.787438,30860,152083
881,"Nacogdoches, TX",31.62056,-94.62025,34860,64668
882,"Rutland, VT",43.580858,-73.038202,40860,60591
883,"Sulphur Springs, TX",33.148967,-95.565434,44860,37211
884,"Vernal, UT",40.125887,-109.517748,46860,36204
885,"Crestview-Fort Walton Beach-Destin, FL",30.594941,-86.358164,18880,293324
886,"Hillsdale, MI",41.927461,-84.637479,25880,45546
887,"Athens, OH",39.332755,-82.045885,11900,62056
888,"Allentown-Bethlehem-Easton, PA-NJ",40.789339,-75.398158,10900,865310
889,"Bismarck, ND",46.887031,-100.979592,13900,134417
890,"Batesville, AR",35.927671,-91.515359,12900,55345
891,"Crossville, TN",35.952398,-84.994761,18900,62451
892,"Fort Smith, AR-OK",35.463119,-94.299741,22900,245459
893,"Greenwood, MS",33.491305,-90.113633,24900,37436
894,"Hilo, HI",19.597764,-155.502443,25900,202906
895,"Klamath Falls, OR",42.683761,-121.646168,28900,70164
896,"Logansport, IN",40.753799,-86.355168,30900,37563
897,"North Wilkesboro, NC",36.208883,-81.166095,35900,65806
898,"Ottumwa, IA",41.031275,-92.409466,36900,35256
899,"Peoria, IL",40.708887,-89.697466,37900,398224
900,"Traverse City, MI",44.952324,-85.90832,45900,154685
901,"Vernon, TX",34.08492,-99.24244,46900,12731
902,"Wilmington, NC",34.426033,-77.889634,48900,291833
903,"Baton Rouge, LA",30.515242,-91.126926,12940,871905
904,"Cheyenne, WY",41.29283,-104.660395,16940,100863
905,"El Centro, CA",33.040814,-115.3554,20940,179851
906,"Gillette, WY",44.2321,-105.034342,23940,60461
907,"Hilton Head Island-Bluffton, SC",32.386792,-80.830877,25940,222072
908,"Juneau, AK",58.37291,-134.178445,27940,31973
909,"London, KY",36.985916,-83.966066,30940,149615
910,"Montrose, CO",38.342548,-108.162237,33940,48203
911,"Meridian, MS",32.410674,-88.661926,32940,96338
912,"Safford, AZ",32.931828,-109.87831,40940,39050
913,"Sumter, SC",33.792654,-80.294055,44940,135782
914,"Waterloo-Cedar Falls, IA",42.536796,-92.471608,47940,167796
915,"Alpena, MI",44.894954,-83.426574,10980,28893
916,"Blacksburg-Christiansburg, VA",37.120119,-80.559147,13980,165293
917,"Dodge City, KS",37.688416,-99.884748,19980,34159
918,"El Dorado, AR",33.168219,-92.598145,20980,38340
919,"Fallon, NV",39.53771,-118.264166,21980,25723
920,"Grenada, MS",33.770031,-89.80274,24980,21365
921,"Kahului-Wailuku-Lahaina, HI",20.855931,-156.60155,27980,164221
922,"Longview, TX",32.431646,-94.684833,30980,287868
923,"Marion, IN",40.515758,-85.654946,31980,66263
924,"Owensboro, KY",37.693723,-87.077058,36980,121227
925,"Troy, AL",31.798653,-85.941608,45980,32991
926,"Watertown, SD",44.852409,-97.177099,47980,34682
